Id,Toponyms,Type,Period,StartDate,EndDate,Longitude,Latitude,LocQual,SizeHa,SizeQual,Source,Source_id
3525,,settlement (villa),Roman Period,-300,500,12.85212979,41.99902156,A,0.277590307,D,"Giuliani 1966, 58",49
3526,,settlement (villa),Roman Period,-300,500,12.85989374,42.00019174,A,0.284516753,D,"Giuliani 1966, 59",50
3527,,settlement (villa),Roman Period,-300,500,12.86946412,42.0008517,A,0.252556706,D,"Giuliani 1966, 60",51
3528,,settlement (villa),Roman Period,-300,500,12.87728812,42.00408349,A,0.301267895,D,"Giuliani 1966, 63",55
3529,,settlement (villa),Roman Period,-300,500,12.87831203,42.00698757,A,0.240467361,D,"Giuliani 1966, 64",56
3530,,settlement (villa),Roman Period,-300,500,12.88154426,42.00694547,A,0.14481732,D,"Giuliani 1966, 65",58
3531,Vicovaro (Varia),settlement,Republican Period,-300,-30,12.89249838,42.01499811,A,5.518094927,D,"Giuliani 1966, 67",61
3531,Vicovaro (Varia),settlement,Imperial Period,-30,500,12.89249838,42.01499811,A,5.518094927,D,"Giuliani 1966, 67",61
3532,,settlement (villa),Roman Period,-300,500,12.90880735,42.01739284,A,0.312837735,D,"Giuliani 1966, 76",73
3533,Mandela (Pagus Mandelae),settlement,Republican Period,-100,-30,12.92255611,42.03031391,A,1.251120915,D,"Giuliani 1966, 77",77
3533,Mandela (Pagus Mandelae),settlement,Imperial Period,-30,500,12.92255611,42.03031391,A,1.251120915,D,"Giuliani 1966, 77",77
3534,,settlement,Roman Period,-300,500,12.90934358,42.0350288,A,0.227862005,D,"Giuliani 1966, 77",79
3535,,settlement (villa),Roman Period,-300,500,12.93998138,42.03179368,A,0.852549774,D,"Giuliani 1966, 78",80
3536,,settlement (villa),Roman Period,-300,500,12.80448016,41.9560779,A,0.111148289,D,"Giuliani 1966, 79",85
3537,,settlement (villa),Roman Period,-300,500,12.8071428,41.95382012,A,0.111152568,D,"Giuliani 1966, 79",86
3538,,settlement (villa),Roman Period,-300,500,12.81100666,41.95270873,A,0.202516709,D,"Giuliani 1966, 78",88
3539,,settlement (villa),Roman Period,-300,500,12.83608931,41.95540067,A,0.166842767,D,"Giuliani 1966, 85",99
3540,,settlement (villa),Roman Period,-300,500,12.83636959,41.95406157,A,0.166846299,D,"Giuliani 1966, 85",100
3541,Castelmadama,settlement,Roman Period,-300,500,12.87026363,41.97734117,A,1.169340887,D,"Giuliani 1966, 108",130
3542,Colle Monitola,settlement (villa),Imperial Period,-30,500,12.8358084,41.96000624,A,0.198586646,D,"Giuliani 1966, 87",103
3543,,settlement (villa),Roman Period,-300,500,12.83706375,41.97193704,A,0.10039307,D,"Giuliani 1966, 90",106
3544,,settlement (villa),Roman Period,-300,500,12.84335442,41.97695088,A,0.100386064,D,"Giuliani 1966, 90",107
3545,Colle Scarano,settlement (villa),Roman Period,-300,500,12.85473632,41.97546625,A,0.194519388,D,"Giuliani 1966, 92",113
3546,S. Maria delle cave,settlement (villa),Roman Period,-300,500,12.86856511,41.96082722,A,0.338144314,D,"Giuliani 1966, 96",121
3547,,settlement (villa),Roman Period,-300,500,12.88664804,41.96266488,A,0.482613781,D,"Giuliani 1966, 100",128
3548,,settlement (villa),Roman Period,-300,500,12.8863925,41.96403696,A,0.366760604,D,"Giuliani 1966, 103",128
3549,,settlement (villa),Roman Period,-300,500,12.88383996,41.97586918,A,0.731147827,D,"Giuliani 1966, 109",135
3550,,settlement (villa),Roman Period,-300,500,12.88320574,41.97422375,A,0.137942017,D,"Giuliani 1966, 109",136
3551,,settlement (villa),Roman Period,-300,500,12.8848237,41.98279178,A,0.116046357,D,"Giuliani 1966, 110",139
3552,,settlement (villa),Roman Period,-300,500,12.89665074,41.97759942,A,0.116057532,D,"Giuliani 1966, 112",142
3553,,settlement (villa),Roman Period,-300,500,12.91311551,41.9747633,A,0.228959363,D,"Giuliani 1966, 114",147
3554,,settlement (villa),Roman Period,-300,500,12.91959578,41.96642282,A,0.76309245,D,"Giuliani 1966, 118",152
3555,,settlement (villa),Roman Period,-300,500,12.92657503,41.96471,A,0.322248148,D,"Giuliani 1966, 120",153
3556,,settlement (villa),Roman Period,-300,500,12.91946777,41.97763345,A,0.178530917,D,"Giuliani 1966, 122",154
3557,,settlement (villa),Roman Period,-300,500,12.9261549,41.9771352,A,0.178533883,D,"Giuliani 1966, 122",155
3558,,settlement (villa),Roman Period,-300,500,12.92922311,41.98033453,A,0.178525726,D,"Giuliani 1966, 122",156
3559,,settlement (villa),Roman Period,-300,500,12.92854129,41.98146216,A,0.178522433,D,"Giuliani 1966, 122",157
3560,Ciciliano (Trebula Suffenas),settlement,Republican Period,-400,-30,12.94141683,41.96201417,A,1.331891464,D,"Giuliani 1966, 131",163
3560,Ciciliano (Trebula Suffenas),settlement,Imperial Period,-30,200,12.94141683,41.96201417,A,1.331891464,D,"Giuliani 1966, 131",163
3561,,settlement (villa),Roman Period,-300,500,12.93086919,41.95137849,A,0.167503093,D,"Giuliani 1966, 154",170
3562,,settlement (villa),Roman Period,-300,500,12.94622893,41.94863979,A,0.238897308,D,"Giuliani 1966, 155",174
3563,,settlement,Roman Period,-300,500,12.95076687,41.94348549,A,1.208867942,D,"Giuliani 1966, 156",175
3564,Colle Zingarello,settlement (villa),Roman Period,-300,500,12.85438693,41.94667969,A,0.252833572,D,"Giuliani 1966, 160",185
3565,,settlement (villa),Roman Period,-300,500,12.84512895,41.93166822,A,0.274466324,D,"Giuliani 1966, 162",187
3566,,settlement (villa),Roman Period,-300,500,12.87979194,41.9550864,A,0.188100398,D,"Giuliani 1966, 164",198
3567,,settlement (villa),Roman Period,-300,500,12.90523863,41.95893911,A,0.211567511,D,"Giuliani 1966, 170",207
3568,Monte S. Angelo (Aefula),settlement,Iron Age,-800,-600,12.82070571,41.93139996,A,2.663046352,D,"Giuliani 1966, 171",210
3568,Monte S. Angelo (Aefula),settlement,Archaic Period,-600,-500,12.82070571,41.93139996,A,2.663046352,D,"Giuliani 1966, 171",210
3568,Monte S. Angelo (Aefula),settlement,Republican Period,-500,-30,12.82070571,41.93139996,A,2.663046352,D,"Giuliani 1966, 171",210
3569,,settlement (villa),Republican Period,-100,-30,12.79232383,41.94392762,A,1.772942961,D,"Giuliani 1966, 193",214
3569,,settlement (villa),Imperial Period,-30,200,12.79232383,41.94392762,A,1.772942961,D,"Giuliani 1966, 193",214
3570,,settlement (villa),Republican Period,-100,-30,12.79680682,41.94044536,A,0.464754597,D,"Giuliani 1966, 200",217
3570,,settlement (villa),Imperial Period,-30,500,12.79680682,41.94044536,A,0.464754597,D,"Giuliani 1966, 200",217
3571,,settlement (villa),Roman Period,-300,500,12.80171112,41.93874566,A,0.306145503,D,"Giuliani 1966, 204",219
3572,,settlement (villa),Roman Period,-300,500,12.81035195,41.9279776,A,0.313815573,D,"Giuliani 1966, 204",220
3573,,settlement (villa),Roman Period,-300,500,12.828975,41.92429479,A,0.203726872,D,"Giuliani 1966, 207",222
3574,,settlement (villa),Roman Period,-300,500,12.83548593,41.92513854,A,0.17960889,D,"Giuliani 1966, 207",224
3575,,settlement (villa),Roman Period,-300,500,12.83375466,41.9292071,A,0.13898155,D,"Giuliani 1966, 208",227
3576,,settlement (villa),Roman Period,-300,500,12.82612346,41.92991515,A,0.138978649,D,"Giuliani 1966, 208",229
3577,,settlement (villa),Roman Period,-300,500,12.82902769,41.93396131,A,0.121837125,D,"Giuliani 1966, 209",231
3578,,settlement (villa),Roman Period,-300,500,12.82470072,41.93988794,A,0.121825232,D,"Giuliani 1966, 209",232
3579,,settlement (villa),Roman Period,-300,500,12.82304861,41.94285126,A,0.121819367,D,"Giuliani 1966, 209",234
3580,Sutri (Sutrium),settlement,Iron Age,-700,-600,12.22466276,42.24200084,A,8.547673022,D,"Morselli 1980, 21",1
3580,Sutri (Sutrium),settlement,Archaic Period,-600,-500,12.22466276,42.24200084,A,8.547673022,D,"Morselli 1980, 21",1
3580,Sutri (Sutrium),settlement,Republican Period,-500,-30,12.22466276,42.24200084,A,8.547673022,D,"Morselli 1980, 21",1
3580,Sutri (Sutrium),settlement,Imperial Period,-30,500,12.22466276,42.24200084,A,8.547673022,D,"Morselli 1980, 21",1
3581,,settlement,Republican Period,-400,-100,12.22186258,42.23791357,A,0.312932591,B,"Morselli 1980, 81",8
3582,,settlement (villa),Imperial Period,-30,500,12.22625936,42.24619888,A,0.798926724,D,"Morselli 1980, 85",26
3583,,settlement,Iron Age,-1000,-600,12.23747213,42.24679958,A,0.913969715,D,"Morselli 1980, 87",33
3584,,settlement,Imperial Period,100,300,12.24364578,42.24573338,A,0.460030713,B,"Morselli 1980, 87",36
3585,,settlement,Imperial Period,-30,500,12.25299786,42.23594074,A,0.259902797,D,"Morselli 1980, 89",39
3586,,settlement (villa),Imperial Period,-30,500,12.25641329,42.2448334,A,1.097137233,D,"Morselli 1980, 91",49
3587,,settlement,Imperial Period,-30,500,12.2523841,42.24364043,A,0.907092387,D,"Morselli 1980, 92",51
3588,,settlement,Republican Period,-400,-30,12.25801725,42.25024093,A,0.375461822,D,"Morselli 1980, 92",52
3588,,settlement,Imperial Period,-30,500,12.25801725,42.25024093,A,0.375461822,D,"Morselli 1980, 92",52
3589,,settlement,Republican Period,-400,-30,12.26462592,42.23900252,A,0.490154495,D,"Morselli 1980, 93",55
3589,,settlement,Imperial Period,-30,500,12.26462592,42.23900252,A,0.490154495,D,"Morselli 1980, 93",55
3590,,settlement,Imperial Period,-30,500,12.23238766,42.23434203,A,0.450422321,D,"Morselli 1980, 93",63
3591,,settlement,Imperial Period,-30,500,12.2108925,42.23783201,A,0.343097256,D,"Morselli 1980, 95",68
3592,,settlement,Republican Period,-400,-100,12.20524213,42.23684377,A,0.365350796,D,"Morselli 1980, 96",73
3593,,settlement (villa),Republican Period,-100,-30,12.21242979,42.22236657,A,1.044676951,D,"Morselli 1980, 101",85
3593,,settlement (villa),Imperial Period,-30,300,12.21242979,42.22236657,A,1.044676951,D,"Morselli 1980, 101",85
3594,,settlement,Republican Period,-400,-30,12.21926576,42.22069044,A,0.225679088,D,"Morselli 1980, 105",88
3594,,settlement,Imperial Period,-30,500,12.21926576,42.22069044,A,0.225679088,D,"Morselli 1980, 105",88
3595,,settlement,Republican Period,-400,-100,12.22321558,42.22113821,A,0.477619083,D,"Morselli 1980, 105",89
3596,,settlement,Republican Period,-400,-100,12.22614826,42.22339225,A,0.353863192,D,"Morselli 1980, 105",90
3597,,settlement,Republican Period,-400,-100,12.2288055,42.22341668,A,0.504089267,D,"Morselli 1980, 106",91
3598,Casale Castellaccio,settlement (villa),Roman Period,-300,500,12.23996833,42.22456011,A,0.844037016,D,"Morselli 1980, 107",96
3599,,settlement,Republican Period,-400,-100,12.24738865,42.22499927,A,0.203637814,D,"Morselli 1980, 110",98
3600,,settlement,Republican Period,-400,-30,12.24098101,42.21524402,A,0.53476634,D,"Morselli 1980, 111",104
3600,,settlement,Imperial Period,-30,500,12.24098101,42.21524402,A,0.53476634,D,"Morselli 1980, 111",104
3601,,settlement,Roman Period,-300,500,12.23828738,42.21147542,A,0.587663865,D,"Morselli 1980, 111",107
3602,,settlement,Imperial Period,100,500,12.22637962,42.2141204,A,0.63125915,D,"Morselli 1980, 111",109
3603,,settlement,Imperial Period,-30,500,12.2343768,42.21864854,A,0.754971074,D,"Morselli 1980, 111",110
3604,,settlement,Imperial Period,-30,500,12.2183196,42.20984247,A,0.261444618,D,"Morselli 1980, 112",115
3605,,settlement,Imperial Period,-30,500,12.21568056,42.20344893,A,0.629576095,D,"Morselli 1980, 112",119
3606,,settlement,Imperial Period,-30,500,12.21116106,42.20524911,A,0.374104554,D,"Morselli 1980, 112",120
3607,,settlement,Imperial Period,-30,500,12.20842499,42.20395847,A,0.321906817,D,"Morselli 1980, 112",121
3608,,settlement,Republican Period,-400,-100,12.20750886,42.20157152,A,0.164632657,D,"Morselli 1980, 112",122
3609,,settlement,Imperial Period,-30,500,12.21269322,42.21052716,A,0.280917454,D,"Morselli 1980, 112",123
3610,Poggio Picio,settlement,Imperial Period,-30,500,12.20559084,42.20751745,A,0.919027998,D,"Morselli 1980, 113",125
3611,,settlement,Imperial Period,-30,500,12.2047776,42.20148124,A,0.455939393,D,"Morselli 1980, 113",126
3612,,settlement,Republican Period,-400,-100,12.2054111,42.19887232,A,0.435030443,D,"Morselli 1980, 113",129
3613,,settlement,Imperial Period,-30,500,12.21395977,42.17943262,A,0.879687251,D,"Morselli 1980, 115",135
3614,,settlement,Iron Age,-1000,-600,12.2355051,42.17562721,A,0.181297395,D,"Morselli 1980, 116",140
3615,,settlement,Iron Age,-1000,-600,12.23036669,42.19340923,A,0.181245972,D,"Morselli 1980, 116",141
3616,Le Rose,settlement,Imperial Period,-30,500,12.25143933,42.16777314,A,0.61257707,D,"Morselli 1980, 117",142
3617,,settlement,Imperial Period,-30,500,12.26050315,42.20054474,A,0.491151434,D,"Morselli 1980, 118",148
3618,,settlement,Imperial Period,-30,500,12.25127016,42.20326494,A,0.913234391,D,"Morselli 1980, 118",149
3619,,settlement,Republican Period,-400,-100,12.24775899,42.20388496,A,0.596198931,D,"Morselli 1980, 118",150
3620,,settlement,Imperial Period,-30,500,12.25484086,42.20819417,A,0.634008444,D,"Morselli 1980, 118",153
3621,,settlement (villa),Imperial Period,-30,500,12.26073134,42.20578696,A,0.446029469,D,"Morselli 1980, 119",155
3622,Pogg. lo Suligano,settlement (villa),Roman Period,-30,500,12.26871628,42.21088758,A,0.639779268,D,"Morselli 1980, 119",157
3623,,settlement,Imperial Period,-30,500,12.25084805,42.21230764,A,0.885502906,D,"Morselli 1980, 120",159
3624,Campidoglio,settlement,Republican Period,-400,30,12.2606935,42.21496611,A,1.209125816,D,"Morselli 1980, 120",162
3624,Campidoglio,settlement,Imperial Period,-30,500,12.2606935,42.21496611,A,1.209125816,D,"Morselli 1980, 120",162
3625,Poggio Togneca,settlement,Republican Period,-400,-30,12.26192462,42.21822962,A,0.530747152,D,"Morselli 1980, 120",163
3625,Poggio Togneca,settlement,Imperial Period,-30,500,12.26192462,42.21822962,A,0.530747152,D,"Morselli 1980, 120",163
3626,,settlement,Imperial Period,-30,500,12.26063784,42.22828994,A,0.157563008,D,"Morselli 1980, 123",166
3627,Sercione,settlement (villa),Imperial Period,-30,500,12.2690478,42.22798416,A,1.100286705,D,"Morselli 1980, 125",177
3628,Contea Flacchia,settlement (villa),Republican Period,-300,-30,12.27553675,42.23382182,A,1.052015393,D,"Morselli 1980, 126",179
3628,Contea Flacchia,settlement (villa),Imperial Period,-30,500,12.27553675,42.23382182,A,1.052015393,D,"Morselli 1980, 126",179
3629,,settlement,Republican Period,-400,-30,12.27551826,42.23662693,A,0.655436047,D,"Morselli 1980, 126",180
3629,,settlement,Imperial Period,-30,500,12.27551826,42.23662693,A,0.655436047,D,"Morselli 1980, 126",180
3630,,settlement,Imperial Period,-30,500,12.30910711,42.23834087,A,0.359041783,D,"Morselli 1980, 141",208
1181,Solfate,settlement,Neolithic Period,-5000,-3000,12.29820822,42.22481824,A,0.414421534,D,"Morselli 1980, 143",215
1181,Solfate,settlement,Eneolithic Period,-3000,-2300,12.29820822,42.22481824,A,0.414421534,D,"Morselli 1980, 143",215
1181,Solfate,settlement,Early Bronze Age,-2300,-1700,12.29820822,42.22481824,A,0.414421534,D,"Morselli 1980, 143",215
1181,Solfate,settlement,Middle Bronze Age,-1700,-1300,12.29820822,42.22481824,A,0.414421534,D,"Morselli 1980, 143",215
1181,Solfate,settlement,Republican Period,-100,-30,12.29820822,42.22481824,A,0.414421534,D,"Morselli 1980, 143",215
3631,,settlement,Imperial Period,-30,500,12.28882382,42.22449525,A,0.303136077,D,"Morselli 1980, 146",221
3632,,settlement,Imperial Period,-30,500,12.28577397,42.22365383,A,0.510685519,D,"Morselli 1980, 146",222
3633,,settlement,Republican Period,-400,-100,12.2830696,42.20449385,A,0.715104247,D,"Morselli 1980, 150",234
3634,,settlement,Imperial Period,-30,500,12.28862326,42.20231834,A,0.773465074,D,"Morselli 1980, 150",235
3635,,settlement,Imperial Period,-30,500,12.30064053,42.20049909,A,0.440630971,D,"Morselli 1980, 150",240
3636,,settlement (villa),Roman Period,-300,500,12.29324044,42.21475616,A,0.90598953,D,"Morselli 1980, 152",245
3637,,settlement (villa),Roman Period,-300,500,12.31613772,42.18432623,A,1.557212771,D,"Morselli 1980, 154",251
3638,,settlement,Republican Period,-300,-30,12.31690721,42.17852355,A,1.295420685,D,"Morselli 1980, 154",253
3638,,settlement,Imperial Period,-30,500,12.31690721,42.17852355,A,1.295420685,D,"Morselli 1980, 154",253
3639,,settlement,Imperial Period,-30,500,12.3129995,42.1764257,A,0.940855204,D,"Morselli 1980, 155",256
3640,,settlement,Imperial Period,-30,500,12.30848472,42.17556667,A,0.581691244,D,"Morselli 1980, 155",257
3641,,settlement (villa),Roman Period,-300,500,12.31323116,42.16965467,A,0.996646089,D,"Morselli 1980, 155",259
3642,Monte Lucchetti,settlement,Iron Age,-1000,-600,12.30358812,42.19250575,A,0.131827694,D,"Morselli 1980, 156",260
3642,Monte Lucchetti,settlement,Roman Period,-30,500,12.30358812,42.19250575,A,0.131827694,D,"Morselli 1980, 156",260
3643,,settlement (villa),Republican Period,-300,-30,11.95041008,42.0286575,A,1.123319986,D,"Gianfrotta 1972, 27",1
3643,,settlement (villa),Imperial Period,-30,500,11.95041008,42.0286575,A,1.123319986,D,"Gianfrotta 1972, 27",1
3644,,settlement (villa),Roman Period,-300,500,11.94588095,42.02312725,A,0.746337118,D,"Gianfrotta 1972, 27",3
3645,,settlement (villa),Imperial Period,1,400,11.93628344,42.02889098,A,2.016517078,D,"Gianfrotta 1972, 28",6
3646,,settlement (villa),Republican Period,-300,-30,11.93741806,42.07964904,A,2.379740971,D,"Gianfrotta 1972, 32",12
3646,,settlement (villa),Imperial Period,-30,500,11.93741806,42.07964904,A,2.379740971,D,"Gianfrotta 1972, 32",12
3647,,settlement,Imperial Period,-30,500,11.94260452,42.08242066,A,1.075211376,D,"Gianfrotta 1972, 33",14
3648,,settlement (villa),Imperial Period,-30,500,11.92203217,42.04708537,A,1.99450109,D,"Gianfrotta 1972, 33",19
3649,,settlement (villa),Roman Period,-300,500,11.92346029,42.04140488,A,1.485079122,D,"Gianfrotta 1972, 34",22
3650,,settlement (villa),Roman Period,-300,500,11.93235492,42.03666983,A,2.173352648,D,"Gianfrotta 1972, 34",23
3651,,settlement (villa),Roman Period,-300,500,11.92404271,42.03766801,A,0.937153105,D,"Gianfrotta 1972, 35",26
3652,Quartaccia,settlement (villa),Roman Period,-300,500,11.91267449,42.04274831,A,1.231129579,D,"Gianfrotta 1972, 35",28
3653,,settlement (villa),Imperial Period,-30,500,11.90911428,42.04033414,A,1.806260432,D,"Gianfrotta 1972, 35",29
3654,,settlement (villa),Roman Period,-300,500,11.90465615,42.04257042,A,1.895545022,D,"Gianfrotta 1972, 37",31
3655,,settlement (villa),Imperial Period,-30,500,11.90469761,42.05282266,A,0.668778533,D,"Gianfrotta 1972, 38",34
3656,,settlement (villa),Republican Period,-300,-30,11.90510499,42.05662439,A,1.692592379,D,"Gianfrotta 1972, 38",35
3656,,settlement (villa),Imperial Period,-30,500,11.90510499,42.05662439,A,1.692592379,D,"Gianfrotta 1972, 38",35
3657,,settlement,Republican Period,-400,-100,11.90745821,42.06077929,A,1.286538861,D,"Gianfrotta 1972, 38",36
3658,Monte Cupellaro,settlement (villa),Imperial Period,-30,500,11.9101854,42.06999351,A,1.966111581,D,"Gianfrotta 1972, 38",38
3659,Le Grottacce,settlement (villa),Imperial Period,50,300,11.90051718,42.0389206,A,3.097828306,B,"Gianfrotta 1972, 40",44
3670,Villa Maravigna,settlement (villa),Roman Period,-300,500,11.89191926,42.03856276,A,1.11170301,D,"Gianfrotta 1972, 47",46
3671,Punton di Mare,settlement (villa),Imperial Period,150,300,11.89128438,42.05937936,A,0.900226746,B,"Gianfrotta 1972, 49",51
3672,Poggio Alto,settlement (villa),Imperial Period,-30,500,11.8984475,42.07492494,A,1.226928213,D,"Gianfrotta 1972, 50",53
3673,Fornacetta,settlement (villa),Republican Period,-300,-30,11.88404337,42.05064671,A,1.642745917,D,"Gianfrotta 1972, 52",58
